literal	pos	family	voice	note
絕對	u			no-source;fallback
絕對優勢	u			no-source;fallback
絕對地址	u			no-source;fallback
絕對温度	u			no-source;fallback
絕對濕度	u			no-source;fallback
絕對真理	u			no-source;fallback
絕對觀念	u			no-source;fallback
絕對零度	u			no-source;fallback
絕對高度	u			no-source;fallback
絕情	u			no-source;fallback
絕技	u			no-source;fallback
絕緣材料	u			no-source;fallback
絕育	u			no-source;fallback
絕處逢生	u			no-source;fallback
絕非	u			no-source;fallback
絕頂聰明	u			no-source;fallback
絕食	u			no-source;fallback
絕食抗議	u			no-source;fallback
絞盡腦汁	u			no-source;fallback
絡	u			no-source;fallback
絡繹不絕	u			no-source;fallback
絡腮鬍子	u			no-source;fallback
絢麗多彩	u			no-source;fallback
絮絮叨叨	u			no-source;fallback
統一戰線	u			no-source;fallback
統一招生	u			no-source;fallback
統一發票	u			no-source;fallback
統一規劃	u			no-source;fallback
統一資源	u			no-source;fallback
統治階級	u			no-source;fallback
統籌兼顧	u			no-source;fallback
統購統銷	u			no-source;fallback
絲毫不差	u			no-source;fallback
絲襪	u			no-source;fallback
綁匪	u			no-source;fallback
經久不息	u			no-source;fallback
經久不衰	u			no-source;fallback
經天緯地	u			no-source;fallback
經常	u			no-source;fallback
經年累月	u			no-source;fallback
經歷風雨	u			no-source;fallback
經濟基礎	u			no-source;fallback
經濟效益	u			no-source;fallback
經濟特區	u			no-source;fallback
經濟落後	u			no-source;fallback
經濟週期	u			no-source;fallback
經濟雜交	u			no-source;fallback
經貿	u			no-source;fallback
經院哲學	u			no-source;fallback
經驗老到	u			no-source;fallback
綜上所述	u			no-source;fallback
綜合	u			no-source;fallback
綜合利用	u			no-source;fallback
綜合治理	u			no-source;fallback
綠	u			no-source;fallback
綠地	u			no-source;fallback
綠燈	u			no-source;fallback
綠色植物	u			no-source;fallback
綠草如茵	u			no-source;fallback
維吾爾族	u			no-source;fallback
維吾爾語	u			no-source;fallback
維持秩序	u			no-source;fallback
維護和平	u			no-source;fallback
綱舉目張	u			no-source;fallback
網	u			no-source;fallback
網上銀行	u			no-source;fallback
網址	u			no-source;fallback
網絡協議	u			no-source;fallback
網絡應用	u			no-source;fallback
網絡成癮	u			no-source;fallback
網絡日記	u			no-source;fallback
網絡環境	u			no-source;fallback
網絡管理	u			no-source;fallback
網絡設計	u			no-source;fallback
網絡語言	u			no-source;fallback
網誌	u			no-source;fallback
網路環境	u			no-source;fallback
網開三面	u			no-source;fallback
網頁地址	u			no-source;fallback
綺	u			no-source;fallback
綽約多姿	u			no-source;fallback
綽綽有餘	u			no-source;fallback
綽號	u			no-source;fallback
綾羅綢緞	u			no-source;fallback
綿裏藏針	u			no-source;fallback
緊密相聯	u			no-source;fallback
緊密配合	u			no-source;fallback
緊急狀態	u			no-source;fallback
緊接	u			no-source;fallback
緊緊	u			no-source;fallback
緊要	u			no-source;fallback
緊貼	u			no-source;fallback
緊身	u			no-source;fallback
緊鑼密鼓	u			no-source;fallback
緋聞	u			no-source;fallback
線形動物	u			no-source;fallback
線性規劃	u			no-source;fallback
緣	u			no-source;fallback
緣份	u			no-source;fallback
緣分	u			no-source;fallback
編制	u			no-source;fallback
編程	u			no-source;fallback
編譯	u			no-source;fallback
編輯	u			no-source;fallback
緩	u			no-source;fallback
緩不濟急	u			no-source;fallback
緩慢	u			no-source;fallback
緩期付款	u			no-source;fallback
緩緩	u			no-source;fallback
緩衝區	u			no-source;fallback
緩衝地帶	u			no-source;fallback
緬甸	u			no-source;fallback
練	u			no-source;fallback
縣城	u			no-source;fallback
縣長	u			no-source;fallback
縫縫連連	u			no-source;fallback
縮成一團	u			no-source;fallback
縮手	u			no-source;fallback
縮窄	u			no-source;fallback
縮頭	u			no-source;fallback
縮頭烏龜	u			no-source;fallback
縱	u			no-source;fallback
縱使	u			no-source;fallback
縱情聲色	u			no-source;fallback
縱橫天下	u			no-source;fallback
縱橫捭闔	u			no-source;fallback
縱橫馳騁	u			no-source;fallback
縱然	u			no-source;fallback
縱虎歸山	u			no-source;fallback
總	u			no-source;fallback
總之	u			no-source;fallback
總係	u			no-source;fallback
總價	u			no-source;fallback
總公司	u			no-source;fallback
總共	u			no-source;fallback
總務主任	u			no-source;fallback
總參謀部	u			no-source;fallback
總參謀長	u			no-source;fallback
總司令部	u			no-source;fallback
總局	u			no-source;fallback
總工程師	u			no-source;fallback
總後勤部	u			no-source;fallback
總指揮部	u			no-source;fallback
總是	u			no-source;fallback
總有	u			no-source;fallback
總理	u			no-source;fallback
總的來説	u			no-source;fallback
總監	u			no-source;fallback
總算	u			no-source;fallback
總經理	u			no-source;fallback
總而言之	u			no-source;fallback
總行	u			no-source;fallback
總領事館	u			no-source;fallback
總體目標	u			no-source;fallback
績效	u			no-source;fallback
繁	u			no-source;fallback
繁多	u			no-source;fallback
繁文縟節	u			no-source;fallback
繁星點點	u			no-source;fallback
繁榮昌盛	u			no-source;fallback
繁瑣	u			no-source;fallback
繁體	u			no-source;fallback
繞	u			no-source;fallback
繞來繞去	u			no-source;fallback
繡花枕頭	u			no-source;fallback
繳納	u			no-source;fallback
繳費	u			no-source;fallback
繼母	u			no-source;fallback
繼而	u			no-source;fallback
纏	u			no-source;fallback
纏綿悱惻	u			no-source;fallback
纖塵不染	u			no-source;fallback
纖維植物	u			no-source;fallback
缺一不可	u			no-source;fallback
缺位	u			no-source;fallback
缺口	u			no-source;fallback
缺心少肺	u			no-source;fallback
缺心眼兒	u			no-source;fallback
缺斤短兩	u			no-source;fallback
缺衣少食	u			no-source;fallback
缺貨	u			no-source;fallback
罄竹難書	u			no-source;fallback
罅	u			no-source;fallback
罕	u			no-source;fallback
罕有	u			no-source;fallback
罕見	u			no-source;fallback
罩	u			no-source;fallback
罪不可赦	u			no-source;fallback
罪孽	u			no-source;fallback
罪惡滔天	u			no-source;fallback
罪魁禍首	u			no-source;fallback
置業	u			no-source;fallback
置身事外	u			no-source;fallback
置身其中	u			no-source;fallback
罵	u			no-source;fallback
罵罵咧咧	u			no-source;fallback
罷	u			no-source;fallback
罷了	u			no-source;fallback
罷手	u			no-source;fallback
羅	u			no-source;fallback
羅曼蒂克	u			no-source;fallback
羅馬	u			no-source;fallback
羅馬尼亞	u			no-source;fallback
羅馬數字	u			no-source;fallback
羊入虎口	u			no-source;fallback
羊水穿刺	u			no-source;fallback
羊腸小道	u			no-source;fallback
美不勝收	u			no-source;fallback
美中不足	u			no-source;fallback
美人魚	u			no-source;fallback
美侖美奐	u			no-source;fallback
美味	u			no-source;fallback
美國	u			no-source;fallback
美夢	u			no-source;fallback
美夢成真	u			no-source;fallback
美女	u			no-source;fallback
美容手術	u			no-source;fallback
美工	u			no-source;fallback
美若天仙	u			no-source;fallback
美輪美奐	u			no-source;fallback
美食	u			no-source;fallback
羞	u			no-source;fallback
羞人答答	u			no-source;fallback
羞愧難當	u			no-source;fallback
羞於啓齒	u			no-source;fallback
羣眾	u			no-source;fallback
羣衆	u			no-source;fallback
羣雄逐鹿	u			no-source;fallback
羣體	u			no-source;fallback
羣龍無首	u			no-source;fallback
羥基丁酸	u			no-source;fallback
羥自由基	u			no-source;fallback
羨慕	u			no-source;fallback
義務勞動	u			no-source;fallback
義務教育	u			no-source;fallback
義士	u			no-source;fallback
義工	u			no-source;fallback
義憤填膺	u			no-source;fallback
義正詞嚴	u			no-source;fallback
義母	u			no-source;fallback
義氣	u			no-source;fallback
義薄雲天	u			no-source;fallback
羹	u			no-source;fallback
羽毛球	u			no-source;fallback
羽翼豐滿	u			no-source;fallback
翁牛特旗	u			no-source;fallback
翌日	u			no-source;fallback
習	u			no-source;fallback
習慣用法	u			no-source;fallback
習慣用語	u			no-source;fallback
習非成是	u			no-source;fallback
翩然而至	u			no-source;fallback
翩翩起舞	u			no-source;fallback
翫忽職守	u			no-source;fallback
翰林學士	u			no-source;fallback
翹	u			no-source;fallback
翹首以待	u			no-source;fallback
翻到	u			no-source;fallback
翻山越嶺	u			no-source;fallback
翻江倒海	u			no-source;fallback
翻然悔悟	u			no-source;fallback
翻身	u			no-source;fallback
耀眼	u			no-source;fallback
老人	u			no-source;fallback
老人家	u			no-source;fallback
老友	u			no-source;fallback
老味	u			no-source;fallback
老嘢	u			no-source;fallback
老土	u			no-source;fallback
老大不小	u			no-source;fallback
老太太	u			no-source;fallback
老夫少妻	u			no-source;fallback
老夫老妻	u			no-source;fallback
老奸巨猾	u			no-source;fallback
老孃	u			no-source;fallback
老實	u			no-source;fallback
老少咸宜	u			no-source;fallback
老少無欺	u			no-source;fallback
老少皆宜	u			no-source;fallback
老式	u			no-source;fallback
老弱婦孺	u			no-source;fallback
老成持重	u			no-source;fallback
老手	u			no-source;fallback
老於世故	u			no-source;fallback
老有所養	u			no-source;fallback
老死不相往來	u			no-source;fallback
老母	u			no-source;fallback
老氣橫秋	u			no-source;fallback
老淚縱橫	u			no-source;fallback
老爺	u			no-source;fallback
老生常談	u			no-source;fallback
老當益壯	u			no-source;fallback
老百姓	u			no-source;fallback
老眼昏花	u			no-source;fallback
老神在在	u			no-source;fallback
老細	u			no-source;fallback
老練	u			no-source;fallback
老總	u			no-source;fallback
老羞成怒	u			no-source;fallback
老老實實	u			no-source;fallback
老而彌堅	u			no-source;fallback
老謀深算	u			no-source;fallback
老豆	u			no-source;fallback
老鄉	u			no-source;fallback
老闆娘	u			no-source;fallback
考	u			no-source;fallback
考古	u			no-source;fallback
考核	u			no-source;fallback
考研	u			no-source;fallback
者	u			no-source;fallback
而今	u			no-source;fallback
而家	u			no-source;fallback
而已	u			no-source;fallback
而是	u			no-source;fallback
耍	u			no-source;fallback
耍嘴皮子	u			no-source;fallback
耐	u			no-source;fallback
耐心	u			no-source;fallback
耐火材料	u			no-source;fallback
耐煩	u			no-source;fallback
耗	u			no-source;fallback
耗散	u			no-source;fallback
耗時耗力	u			no-source;fallback
耳	u			no-source;fallback
耳仔	u			no-source;fallback
耳濡目染	u			no-source;fallback
耳目一新	u			no-source;fallback
耳筒	u			no-source;fallback
耳聽八方	u			no-source;fallback
耳邊風	u			no-source;fallback
耳鬢廝磨	u			no-source;fallback
耳鼻咽喉	u			no-source;fallback
耳鼻喉科	u			no-source;fallback
耶穌	u			no-source;fallback
耶路撒冷	u			no-source;fallback
耿耿於懷	u			no-source;fallback
聊	u			no-source;fallback
聊天	u			no-source;fallback
聊天記錄	u			no-source;fallback
聊齋志異	u			no-source;fallback
聖地牙哥	u			no-source;fallback
聖母教堂	u			no-source;fallback
聖盧西亞	u			no-source;fallback
聖誕	u			no-source;fallback
聖誕老人	u			no-source;fallback
聖賢	u			no-source;fallback
聖馬力諾	u			no-source;fallback
聚	u			no-source;fallback
聚訟紛紜	u			no-source;fallback
聚變反應	u			no-source;fallback
聚酯樹脂	u			no-source;fallback
聚酰亞胺	u			no-source;fallback
聞名遐邇	u			no-source;fallback
聞所未聞	u			no-source;fallback
聞風而動	u			no-source;fallback
聯合王國	u			no-source;fallback
聯席會議	u			no-source;fallback
聯機遊戲	u			no-source;fallback
聯立方程	u			no-source;fallback
聯網	u			no-source;fallback
聯繫匯率	u			no-source;fallback
聯繫方式	u			no-source;fallback
聯邦德國	u			no-source;fallback
聰明	u			no-source;fallback
聰明一世	u			no-source;fallback
聰明絕頂	u			no-source;fallback
聲	u			no-source;fallback
聲名大噪	u			no-source;fallback
聲名遠播	u			no-source;fallback
聲情並茂	u			no-source;fallback
聲浪	u			no-source;fallback
聲線	u			no-source;fallback
聲響	u			no-source;fallback
職工	u			no-source;fallback
職業素質	u			no-source;fallback
職業道德	u			no-source;fallback
職稱	u			no-source;fallback
聽不進去	u			no-source;fallback
聽信謠言	u			no-source;fallback
聽力理解	u			no-source;fallback
聽命	u			no-source;fallback
聽唔入耳	u			no-source;fallback
聽日	u			no-source;fallback
聽晚	u			no-source;fallback
聽朝	u			no-source;fallback
聽筒	u			no-source;fallback
聽聞	u			no-source;fallback
聽衆	u			no-source;fallback
聽講	u			no-source;fallback
聽風是雨	u			no-source;fallback
肅然起敬	u			no-source;fallback
肅穆	u			no-source;fallback
肅立	u			no-source;fallback
肆意妄為	u			no-source;fallback
肉中刺	u			no-source;fallback
肉眼	u			no-source;fallback
肉色	u			no-source;fallback
肉酸	u			no-source;fallback
肉食動物	u			no-source;fallback
肉麻	u			no-source;fallback
肌肉注射	u			no-source;fallback
肌肉發達	u			no-source;fallback
肌膚	u			no-source;fallback
肖	u			no-source;fallback
肚	u			no-source;fallback
肚臍	u			no-source;fallback
肚餓	u			no-source;fallback
肛門直腸	u			no-source;fallback
肝腦塗地	u			no-source;fallback
肝腸寸斷	u			no-source;fallback
肝膽俱裂	u			no-source;fallback
股四頭肌	u			no-source;fallback
股市	u			no-source;fallback
股指	u			no-source;fallback
股票代號	u			no-source;fallback
肢體暴力	u			no-source;fallback
肢體衝突	u			no-source;fallback
肥仔	u			no-source;fallback
肥妹	u			no-source;fallback
肥缺	u			no-source;fallback
肥頭大耳	u			no-source;fallback
肩摩踵接	u			no-source;fallback
肩摩轂擊	u			no-source;fallback
肯	u			no-source;fallback
肱二頭肌	u			no-source;fallback
肺結核病	u			no-source;fallback
胃口	u			no-source;fallback
胃蛋白酶	u			no-source;fallback
胃酸過多	u			no-source;fallback
背井離鄉	u			no-source;fallback
背信棄義	u			no-source;fallback
背向	u			no-source;fallback
背城借一	u			no-source;fallback
背對	u			no-source;fallback
背影	u			no-source;fallback
背心	u			no-source;fallback
背脊	u			no-source;fallback
胎死腹中	u			no-source;fallback
胖子	u			no-source;fallback
胚胎發生	u			no-source;fallback
胡	u			no-source;fallback
胡亂	u			no-source;fallback
胡作非為	u			no-source;fallback
胡志明市	u			no-source;fallback
胡編亂造	u			no-source;fallback
胡裏胡塗	u			no-source;fallback
胡説八道	u			no-source;fallback
胸中無數	u			no-source;fallback
胸口	u			no-source;fallback
胸圍	u			no-source;fallback
胸懷大志	u			no-source;fallback
胸無城府	u			no-source;fallback
胸無大志	u			no-source;fallback
胸腺嘧啶	u			no-source;fallback
能上能下	u			no-source;fallback
能屈能伸	u			no-source;fallback
能幹	u			no-source;fallback
能掐會算	u			no-source;fallback
能文能武	u			no-source;fallback
能歌善舞	u			no-source;fallback
能源危機	u			no-source;fallback
能者多勞	u			no-source;fallback
能者為師	u			no-source;fallback
能言善辯	u			no-source;fallback
能言善道	u			no-source;fallback
能量	u			no-source;fallback
能量代謝	u			no-source;fallback
脆弱	u			no-source;fallback
脆片	u			no-source;fallback
脈	u			no-source;fallback
脫	u			no-source;fallback
脫離	u			no-source;fallback
脱口而出	u			no-source;fallback
脱節	u			no-source;fallback
脱衣	u			no-source;fallback
脱貧致富	u			no-source;fallback
脱離實際	u			no-source;fallback
脾	u			no-source;fallback
腎上腺素	u			no-source;fallback
腐敗無能	u			no-source;fallback
腐臭	u			no-source;fallback
腔腸動物	u			no-source;fallback
腥風血雨	u			no-source;fallback
腦力激盪	u			no-source;fallback
腦滿腸肥	u			no-source;fallback
腦際	u			no-source;fallback
腫	u			no-source;fallback
腰椎間盤	u			no-source;fallback
腰痠背痛	u			no-source;fallback
腰纏萬貫	u			no-source;fallback
腳本	u			no-source;fallback
腳步	u			no-source;fallback
腳痛醫腳	u			no-source;fallback
腳踏實地	u			no-source;fallback
腹背受敵	u			no-source;fallback
腿	u			no-source;fallback
膀大腰圓	u			no-source;fallback
膊頭	u			no-source;fallback
膘肥體壯	u			no-source;fallback
膚淺	u			no-source;fallback
膝頭	u			no-source;fallback
膠原纖維	u			no-source;fallback
膠原蛋白	u			no-source;fallback
膠布	u			no-source;fallback
膠紙	u			no-source;fallback
膠袋	u			no-source;fallback
膽大心細	u			no-source;fallback
膽小	u			no-source;fallback
膽小如鼠	u			no-source;fallback
膽破心驚	u			no-source;fallback
膽識過人	u			no-source;fallback
膽顫心驚	u			no-source;fallback
臆測	u			no-source;fallback
臉色	u			no-source;fallback
臉都綠了	u			no-source;fallback
臨	u			no-source;fallback
臨危不亂	u			no-source;fallback
臨危不懼	u			no-source;fallback
臨危受命	u			no-source;fallback
臨時	u			no-source;fallback
臨時代辦	u			no-source;fallback
臨淵羨魚	u			no-source;fallback
臨牀	u			no-source;fallback
臨牀實驗	u			no-source;fallback
臨牀特徵	u			no-source;fallback
臨牀經驗	u			no-source;fallback
臨界壓力	u			no-source;fallback
臨終關懷	u			no-source;fallback
臨陣脱逃	u			no-source;fallback
自	u			no-source;fallback
自下而上	u			no-source;fallback
自不量力	u			no-source;fallback
自以為是	u			no-source;fallback
自作主張	u			no-source;fallback
自作多情	u			no-source;fallback
自作聰明	u			no-source;fallback
自來水	u			no-source;fallback
自來水筆	u			no-source;fallback
自來水管	u			no-source;fallback
自修	u			no-source;fallback
自動	u			no-source;fallback
自動恢復	u			no-source;fallback
自動提款	u			no-source;fallback
自動自發	u			no-source;fallback
自動鉛筆	u			no-source;fallback
自卑	u			no-source;fallback
自卑心理	u			no-source;fallback
自卑感	u			no-source;fallback
自取其辱	u			no-source;fallback
自取滅亡	u			no-source;fallback
自古以來	u			no-source;fallback
自命不凡	u			no-source;fallback
自命清高	u			no-source;fallback
自問	u			no-source;fallback
自問自答	u			no-source;fallback
自嘆弗如	u			no-source;fallback
自嘲	u			no-source;fallback
自報家門	u			no-source;fallback
自學成才	u			no-source;fallback
自尋死路	u			no-source;fallback
自尋煩惱	u			no-source;fallback
自尋短見	u			no-source;fallback
自導自演	u			no-source;fallback
自己	u			no-source;fallback
自己人	u			no-source;fallback
自強自立	u			no-source;fallback
自彈自唱	u			no-source;fallback
自得其樂	u			no-source;fallback
自從	u			no-source;fallback
自愧不如	u			no-source;fallback
自慚形穢	u			no-source;fallback
自慰	u			no-source;fallback
自成一家	u			no-source;fallback
自成一格	u			no-source;fallback
自我介紹	u			no-source;fallback
自我作古	u			no-source;fallback
自我安慰	u			no-source;fallback
自我檢討	u			no-source;fallback
自我解嘲	u			no-source;fallback
自我評價	u			no-source;fallback
自掏腰包	u			no-source;fallback
自掘墳墓	u			no-source;fallback
自暴自棄	u			no-source;fallback
自有主張	u			no-source;fallback
自有公論	u			no-source;fallback
自欺欺人	u			no-source;fallback
自此	u			no-source;fallback
自毀前程	u			no-source;fallback
自毀長城	u			no-source;fallback
自求多福	u			no-source;fallback
自治區	u			no-source;fallback
自治機關	u			no-source;fallback
自然災害	u			no-source;fallback
自然環境	u			no-source;fallback
自然科學	u			no-source;fallback
自然而然	u			no-source;fallback
自然規律	u			no-source;fallback
自甘墮落	u			no-source;fallback
自生自滅	u			no-source;fallback
自用	u			no-source;fallback
自由古巴	u			no-source;fallback
自由心證	u			no-source;fallback
自由意志	u			no-source;fallback
自由戀愛	u			no-source;fallback
自由王國	u			no-source;fallback
自由競爭	u			no-source;fallback
自由職業	u			no-source;fallback
自由自在	u			no-source;fallback
自由落體	u			no-source;fallback
自由貿易	u			no-source;fallback
自相驚擾	u			no-source;fallback
自知理虧	u			no-source;fallback
自私	u			no-source;fallback
自私自利	u			no-source;fallback
自稱	u			no-source;fallback
自立自強	u			no-source;fallback
自肥	u			no-source;fallback
自行其是	u			no-source;fallback
自行決定	u			no-source;fallback
自行解決	u			no-source;fallback
自行車賽	u			no-source;fallback
自視清高	u			no-source;fallback
自覺	u			no-source;fallback
自覺自願	u			no-source;fallback
自言自語	u			no-source;fallback
自負盈虧	u			no-source;fallback
自責	u			no-source;fallback
自費	u			no-source;fallback
自賣自誇	u			no-source;fallback
自身	u			no-source;fallback
自選	u			no-source;fallback
自選動作	u			no-source;fallback
自重	u			no-source;fallback
自食其果	u			no-source;fallback
自食其言	u			no-source;fallback
自食惡果	u			no-source;fallback
自首	u			no-source;fallback
臭	u			no-source;fallback
臭不可聞	u			no-source;fallback
臭氣熏天	u			no-source;fallback
臭狐	u			no-source;fallback
至今	u			no-source;fallback
至多	u			no-source;fallback
至始至終	u			no-source;fallback
至少	u			no-source;fallback
至愛	u			no-source;fallback
至於	u			no-source;fallback
至理名言	u			no-source;fallback
至關重要	u			no-source;fallback
致富	u			no-source;fallback
致癌物	u			no-source;fallback
臺	u			no-source;fallback
臺灣	u			no-source;fallback
臻	u			no-source;fallback
與世無爭	u			no-source;fallback
與世長辭	u			no-source;fallback
與世隔絕	u			no-source;fallback
與其	u			no-source;fallback
與時俱進	u			no-source;fallback
與此同時	u			no-source;fallback
與民同樂	u			no-source;fallback
與生俱來	u			no-source;fallback
與眾不同	u			no-source;fallback
興味索然	u			no-source;fallback
興盛	u			no-source;fallback
興致勃勃	u			no-source;fallback
興趣	u			no-source;fallback
興趣盎然	u			no-source;fallback
舉	u			no-source;fallback
舉一反三	u			no-source;fallback
舉例	u			no-source;fallback
舉措	u			no-source;fallback
舉案齊眉	u			no-source;fallback
舉棋不定	u			no-source;fallback
舉步維艱	u			no-source;fallback
舉目無親	u			no-source;fallback
舉足輕重	u			no-source;fallback
舉重若輕	u			no-source;fallback
舊事重提	u			no-source;fallback
舊地重遊	u			no-source;fallback
舊型	u			no-source;fallback
舊年	u			no-source;fallback
舊日	u			no-source;fallback
舊時	u			no-source;fallback
舊病復發	u			no-source;fallback
舊約全書	u			no-source;fallback
舌尖	u			no-source;fallback
舐犢情深	u			no-source;fallback
舒心	u			no-source;fallback
舒服	u			no-source;fallback
舒緩	u			no-source;fallback
舒舒服服	u			no-source;fallback
舖	u			no-source;fallback
舖頭	u			no-source;fallback
舞文弄墨	u			no-source;fallback
舟車勞頓	u			no-source;fallback
航天飛機	u			no-source;fallback
般	u			no-source;fallback
船堅炮利	u			no-source;fallback
良	u			no-source;fallback
良家女子	u			no-source;fallback
良家婦女	u			no-source;fallback
良師益友	u			no-source;fallback
良心發現	u			no-source;fallback
良民	u			no-source;fallback
良禽擇木	u			no-source;fallback
良種繁育	u			no-source;fallback
良苦用心	u			no-source;fallback
良莠不齊	u			no-source;fallback
良藥苦口	u			no-source;fallback
良辰吉日	u			no-source;fallback
良辰美景	u			no-source;fallback
艱苦奮鬥	u			no-source;fallback
艱難	u			no-source;fallback
艱難險阻	u			no-source;fallback
色即是空	u			no-source;fallback
色厲內荏	u			no-source;fallback
色情	u			no-source;fallback
色情片	u			no-source;fallback
色情行業	u			no-source;fallback
色情雜誌	u			no-source;fallback
芙蓉出水	u			no-source;fallback
芝士蛋糕	u			no-source;fallback
芝麻小事	u			no-source;fallback
芝麻綠豆	u			no-source;fallback
花卉	u			no-source;fallback
花名	u			no-source;fallback
花容失色	u			no-source;fallback
花容月貌	u			no-source;fallback
花心	u			no-source;fallback
花心蘿蔔	u			no-source;fallback
花拳繡腿	u			no-source;fallback
花朝月夕	u			no-source;fallback
花樣年華	u			no-source;fallback
花灑	u			no-source;fallback
花灑頭	u			no-source;fallback
花粉過敏	u			no-source;fallback
花紅	u			no-source;fallback
花紅柳綠	u			no-source;fallback
花花世界	u			no-source;fallback
花花搭搭	u			no-source;fallback
花花綠綠	u			no-source;fallback
花花腸子	u			no-source;fallback
花草樹木	u			no-source;fallback
花邊新聞	u			no-source;fallback
花錢	u			no-source;fallback
苛刻	u			no-source;fallback
苛捐雜税	u			no-source;fallback
苛責	u			no-source;fallback
若	u			no-source;fallback
若即若離	u			no-source;fallback
若干	u			no-source;fallback
若是	u			no-source;fallback
若有所失	u			no-source;fallback
若有所思	u			no-source;fallback
若有若無	u			no-source;fallback
若果	u			no-source;fallback
若無其事	u			no-source;fallback
若隱若現	u			no-source;fallback
苦	u			no-source;fallback
苦不堪言	u			no-source;fallback
苦中作樂	u			no-source;fallback
苦口良藥	u			no-source;fallback
苦心孤詣	u			no-source;fallback
苦心經營	u			no-source;fallback
苦思冥想	u			no-source;fallback
苦澀	u			no-source;fallback
苦笑	u			no-source;fallback
苦苦哀求	u			no-source;fallback
苦難深重	u			no-source;fallback
苯甲酰氯	u			no-source;fallback
英	u			no-source;fallback
英勇犧牲	u			no-source;fallback
英國	u			no-source;fallback
英年早逝	u			no-source;fallback
英文	u			no-source;fallback
英雄氣短	u			no-source;fallback
茄	u			no-source;fallback
茄子河區	u			no-source;fallback
茫然	u			no-source;fallback
茫然若失	u			no-source;fallback
茵	u			no-source;fallback
茶室	u			no-source;fallback
茶樓	u			no-source;fallback
茶飯不思	u			no-source;fallback
茶飯無心	u			no-source;fallback
茶餐廳	u			no-source;fallback
茶餘酒後	u			no-source;fallback
茶餘飯後	u			no-source;fallback
茶點	u			no-source;fallback
茹	u			no-source;fallback
茹毛飲血	u			no-source;fallback
荃灣	u			no-source;fallback
草原	u			no-source;fallback
草木皆兵	u			no-source;fallback
草本植物	u			no-source;fallback
草草	u			no-source;fallback
草草了事	u			no-source;fallback
草草收場	u			no-source;fallback
草莽	u			no-source;fallback
草菅人命	u			no-source;fallback
草食動物	u			no-source;fallback
荒時暴月	u			no-source;fallback
荒涼	u			no-source;fallback
荒淫無度	u			no-source;fallback
荒淫無恥	u			no-source;fallback
荒淫無道	u			no-source;fallback
荒蕪	u			no-source;fallback
荷槍實彈	u			no-source;fallback
莊	u			no-source;fallback
莊子	u			no-source;fallback
莊家	u			no-source;fallback
莊重	u			no-source;fallback
莎士比亞	u			no-source;fallback
莘莘學子	u			no-source;fallback
莞爾一笑	u			no-source;fallback
莫可指數	u			no-source;fallback
莫斯科	u			no-source;fallback
莫桑比克	u			no-source;fallback
莫測高深	u			no-source;fallback
莫衷一是	u			no-source;fallback
莫非	u			no-source;fallback
莽撞	u			no-source;fallback
菊花	u			no-source;fallback
菩薩心腸	u			no-source;fallback
華僑	u			no-source;fallback
華南	u			no-source;fallback
華盛頓	u			no-source;fallback
華而不實	u			no-source;fallback
華語	u			no-source;fallback
華麗	u			no-source;fallback
菲	u			no-source;fallback
菲力牛排	u			no-source;fallback
菲尼克斯	u			no-source;fallback
菲律賓人	u			no-source;fallback
菲律賓語	u			no-source;fallback
萍	u			no-source;fallback
萬丈光芒	u			no-source;fallback
萬丈深淵	u			no-source;fallback
萬世師表	u			no-source;fallback
萬事俱備	u			no-source;fallback
萬事如意	u			no-source;fallback
萬分感激	u			no-source;fallback
萬古流芳	u			no-source;fallback
萬夫不當	u			no-source;fallback
萬夫莫敵	u			no-source;fallback
萬家燈火	u			no-source;fallback
萬有引力	u			no-source;fallback
萬死一生	u			no-source;fallback
萬水千山	u			no-source;fallback
萬用手冊	u			no-source;fallback
萬箭穿心	u			no-source;fallback
萬能	u			no-source;fallback
萬能鑰匙	u			no-source;fallback
萬般無奈	u			no-source;fallback
萬萬不可	u			no-source;fallback
萬裏長城	u			no-source;fallback
萬裏長徵	u			no-source;fallback
萬貫家財	u			no-source;fallback
萬頃碧波	u			no-source;fallback
落井下石	u			no-source;fallback
落伍	u			no-source;fallback
落入法網	u			no-source;fallback
落力	u			no-source;fallback
落嚟	u			no-source;fallback
落地生根	u			no-source;fallback
落地簽證	u			no-source;fallback
落堂	u			no-source;fallback
落於下風	u			no-source;fallback
落水	u			no-source;fallback
落空	u			no-source;fallback
落網	u			no-source;fallback
落花	u			no-source;fallback
落花流水	u			no-source;fallback
落荒而逃	u			no-source;fallback
落落寡歡	u			no-source;fallback
落葉喬木	u			no-source;fallback
落葉歸根	u			no-source;fallback
落街	u			no-source;fallback
落車	u			no-source;fallback
落選	u			no-source;fallback
著	u			no-source;fallback
著作	u			no-source;fallback
著名人物	u			no-source;fallback
著書立説	u			no-source;fallback
著稱於世	u			no-source;fallback
葡萄	u			no-source;fallback
葡萄牙	u			no-source;fallback
董事會	u			no-source;fallback
葷	u			no-source;fallback
蒙古	u			no-source;fallback
蒙特利爾	u			no-source;fallback
蒙羅維亞	u			no-source;fallback
蒸	u			no-source;fallback
蒸騰	u			no-source;fallback
蒼松翠柏	u			no-source;fallback
蒼白無力	u			no-source;fallback
蒼老	u			no-source;fallback
蓄勢待發	u			no-source;fallback
蓄意	u			no-source;fallback
蓋世太保	u			no-source;fallback
