rank	head	essay_frequency	syn_tails	syn_neighbors
1062	縱然	1512	16	不怕,便,儘管,即,即使
1063	翻去	1512	1	翻到
1064	耳筒	1512	1	耳機
1065	胡亂	1512	7	亂,亂七八糟,妄,混,濫
1066	脂肪	1512	6	油,脂,脂膏,膏,膏腴
1067	草原	1512	3	科爾沁,草地,草野
1068	螞蟻	1512	2	蚍蜉,蟻
1069	血肉	1512	10	厚誼,手足之情,深情,深情厚意,直系
1070	衣衫	1512	12	服,服裝,服飾,行裝,行頭
1071	要緊	1512	51	一言九鼎,不得了,主要,事關重大,人命關天
1072	見狀	1512	28	察看,張,探望,收看,望
1073	車輛	1512	4	車,車子,軫,輿
1074	辣椒	1512	4	柿子椒,燈籠椒,甜椒,青椒
1075	連同	1512	5	偕同,及其,夥同,會同,隨同
1076	連帶	1512	10	唇齒相依,息息相關,有關,相干,相關
1077	過山車	1512	1	雲霄飛車
1078	酒杯	1512	6	樽,白,觚,觥,觴
1079	金幣	1512	34	人民幣,便士,先令,刀幣,加元
1080	金魚	1512	2	熱帶魚,觀賞魚
1081	鍾情	1512	11	一往情深,一見傾心,一見鍾情,傾心,動情
1082	零食	1512	12	冷食,小食,流質,流食,白食
1083	電器	1512	1	電料
1084	電波	1512	2	無線電波,電磁波
1085	青色	1512	2	蒼,青
1086	面部	1512	7	臉,臉面,面,面孔,面龐
1087	類型	1512	17	列,品目,品種,品類,型
1088	風度	1512	18	丰采,儀態,勢派,威儀,容止
1089	風氣	1512	4	新風,習尚,風,風尚
1090	飯堂	1512	3	食堂,飯廳,餐廳
1091	餘地	1512	4	後手,後路,退路,逃路
1092	鸚鵡	1512	1	鸚哥
1093	點火	1512	39	作亂,作怪,作惡,作祟,唯恐天下不亂
1094	話筒	1509	2	傳聲器,微音器
1095	參見	1508	17	參拜,參照,參看,參考,參謁
1096	復出	1508	3	再現,復發,重現
1097	一陣子	1507	14	一刻,一時半刻,一會兒,不一會,俄頃
1098	有效期	1507	17	假期,刑期,同期,學期,更年期
1099	東盟	1507	4	北約,工農聯盟,歐洲共同體,歐盟
1100	對接	1506	21	交接,屬,接,接合,接通
1101	變壓器	1506	82	傳感器,充電器,冷卻器,分配器,加速器
1102	介質	1505	6	原生質,有機質,溶質,腐殖質,電介質
1103	奧斯卡	1504	3	加里波第,巴甫洛夫,諾貝爾
1104	點球	1504	1	頭球
1105	搭檔	1502	10	一行,一起,協作,合作,同路人
1106	期末	1502	19	季,底,後期,晚,晚期
1107	燃氣	1502	15	光氣,地氣,天然氣,廢氣,水煤氣
1108	吐血	1500	1	嘔血
1109	會所	1498	1	會館
1110	油耗	1498	8	煤耗,物耗,耗時,耗材,耗用
1111	洛杉磯	1498	29	卡拉奇,吉隆坡,喀土穆,喀布爾,喬治敦
1112	趣味	1498	12	天趣,志趣,情趣,意味,意思
1113	櫥櫃	1496	5	檔,櫃,櫃子,櫃櫥,櫥
1114	生活費	1496	2	家用,日用
1115	返還	1494	1	返程
1116	模擬器	1492	82	傳感器,充電器,冷卻器,分配器,加速器
1117	縣長	1492	6	保長,家長,州長,市長,村長
1118	據此	1490	13	之所以,因故,因此,因而,就此
1119	桃子	1490	1	桃
1120	航母	1490	7	巡洋艦,旗艦,炮艦,航空母艦,運輸艦
1121	顯示屏	1490	6	天幕,字幕,屏幕,熒幕,觸摸屏
1122	年報	1489	15	大字報,學報,小報,快報,戰報
1123	老孃	1489	8	助產士,外婆,外祖母,姥姥,家母
1124	支隊	1488	3	兵團,大隊,軍團
1125	運動會	1488	42	人大,冬運會,午餐會,博覽會,嘉年華會
1126	主帥	1487	12	主將,元帥,元戎,司令,司令員
1127	公證	1487	8	人證,佐證,偽證,反證,旁證
1128	大軍	1487	18	三軍,人馬,兵馬,師,戎
1129	拓寬	1485	23	加大,坦蕩,寬,寬大,寬廣
1130	美學	1485	82	三角學,人類學,代數學,佛學,修辭學
1131	陸軍	1485	17	保安隊,偵察兵,別動隊,工程兵,憲兵
1132	學子	1483	25	儒,儒生,先生,入室弟子,受業
1133	起草	1483	7	擬,擬稿,擬議,草,草擬
1134	俄國	1482	156	不丹,中非共和國,丹麥,也門,亞美尼亞
1135	溜達	1482	4	散步,轉悠,逛,遛
1136	越發	1482	14	尤其,尤為,愈,愈來愈,愈加
1137	柴油	1481	3	合成石油,汽油,輕油
1138	電動車	1480	53	三輪車,二手車,出租車,加長,包車
1139	打的	1479	7	乘坐,乘機,乘船,乘車,坐船
1140	從沒	1478	17	一無,不曾,並未,尚未,從不
1141	轉會	1478	10	中轉,倒車,轉化,轉向,轉折
1142	作物	1476	1	農作物
1143	西紅柿	1476	1	番茄
1144	轉速	1476	10	中轉,倒車,轉化,轉向,轉折
1145	租用	1475	35	並用,代用,備用,僦,公用
1146	梳理	1474	4	攏,梳,梳頭,櫛
1147	阿富汗	1474	156	不丹,中非共和國,丹麥,也門,亞美尼亞
1148	仲裁	1473	13	公決,定奪,定規,核定,決定
1149	公安部	1473	21	內政部,公安局,分部,國防部,外交部
1150	國情	1473	26	伏旱,傷情,商情,墒情,姦情
1151	基站	1473	2	分區,分站
1152	智能手機	1473	1	智能電話
1153	規範化	1473	17	人格化,僵化,優化,公式化,具體化
1154	鍋爐	1473	15	化鐵爐,地爐,太陽爐,暖爐,洪爐
1155	鑑別	1472	10	分辨,判別,甄,甄別,識別
1156	女足	1471	15	仰卧起坐,俯卧撐,抓舉,拔河,拳擊
1157	所有權	1471	39	人權,佃權,佔有權,債權,優先權
1158	接軌	1471	15	前僕後繼,前赴後繼,延續,後續,承
1159	峯會	1470	42	人大,冬運會,午餐會,博覽會,嘉年華會
1160	方程	1468	33	三角函數,二次方程,二進位,二項式,代數式
1161	秋風	1466	3	坑蒙拐騙,打秋風,抽風
1162	光電	1465	11	交流電,天電,市電,核電,水電
1163	奶牛	1464	1	乳牛
1164	移交	1464	5	交代,交割,交卸,交接,交班
1165	乒乓球	1462	1	枱球
1166	稍稍	1462	22	不怎麼,些微,些許,多多少少,多少
1167	工作日	1461	7	交易日,公休日,勞動日,地球日,植樹日
1168	責令	1460	1	責成
1169	小米	1459	5	包米,炒米,粳米,黃米,黏米
1170	憑着	1458	4	取給,吃,自恃,藉
1171	赫赫	1458	25	丕,了不起,偉,偉人,偉大
1172	妊娠	1456	5	孕,懷孕,懷胎,有喜,身懷六甲
1173	驅動程序	1455	1	驅動程式
1174	旅遊業	1454	49	出版業,副業,化工,印刷業,土建
1175	抓獲	1453	6	一網打盡,拿獲,捕獲,擒獲,破獲
1176	毫米	1453	11	光年,公分,公里,公釐,千米
1177	珠江	1453	3	長江,雅魯藏布江,鴨綠江
1178	立項	1453	1	立足
1179	離子	1453	5	中子,介子,光電子,重離子,陰離子
1180	弘揚	1452	5	伸張,恢弘,揚,發揚,發揚光大
1181	漢奸	1451	10	嘍羅,奴才,幫兇,打手,洋奴
1182	着眼	1450	11	察,察看,察言觀色,審察,洞察
1183	牽頭	1449	12	主持,主管,主辦,司,帶頭
1184	自治	1449	5	人治,收治,文治,根治,法治
1185	着實	1448	16	委,委實,實在,審,洵
1186	科普	1447	14	周邊,大,大規模,大面積,寬廣
1187	坦言	1446	1	交底
1188	嫦娥	1446	41	仙人,仙女,佳人,佳麗,傾國傾城
1189	位居	1445	18	位於,住,卜居,在,坐落
1190	大洋	1445	23	元寶,光洋,大海,大頭,汪洋大海
1191	來訪	1444	8	互訪,信訪,出訪,家訪,專訪
1192	集裝箱	1444	19	工具箱,彈藥箱,意見箱,投票箱,捐款箱
1193	工作組	1443	6	互助組,對照組,工作小組,機組,滑輪組
1194	產值	1443	16	交換價值,使用價值,保值,均值,增加值
1195	規避	1443	9	躲避,躲開,迴避,逃,逃脱
1196	路子	1443	10	不二法門,路,路徑,路數,路線
1197	泄漏	1442	7	外泄,泄露,漏風,走漏,走漏風聲
1198	開銷	1442	16	付出,出,支,支付,支出
1199	婚後	1441	3	婚前,產前,產後
1200	乘車	1439	7	乘坐,乘機,乘船,坐船,打的
1201	判處	1439	5	判刑,判罪,坐,定罪,論罪
1202	原子	1438	1	亞原子
1203	治病	1438	11	治,治療,療,看,看病
1204	唐朝	1437	33	三國,五代,元朝,先秦,兩漢
1205	麪粉	1436	2	白麪,面
1206	戰績	1435	4	戰功,武功,汗馬功勞,軍功
1207	雪山	1435	8	佛山,名山,死火山,活火山,火山
1208	扶貧	1434	11	仗義疏財,助人為樂,慷慨解囊,扶貧濟困,接濟
1209	浸泡	1434	4	泡,浸,浸入,浸漬
1210	費勁	1434	35	作難,來之不易,傷腦筋,吃力,困難
1211	索賠	1432	1	理賠
1212	跟上	1432	2	跟不上,跟進
1213	年會	1430	11	例會,全會,國會,圓桌會議,大會
1214	沒事兒	1430	4	不要緊,沒什麼,沒關係,舉重若輕
1215	考古	1430	20	人工智能,代數,化工,地理,工藝美術
1216	抗生素	1428	11	四環素,土黴素,抗毒素,新黴素,生長素
1217	紅塵	1428	14	下方,世間,人世,人間,凡
1218	股本	1427	12	基金,工本,成本,本,本金
1219	中醫藥	1426	3	中國醫藥,中藥,國藥
1220	藝術品	1426	29	備品,備用品,免税品,化學品,印刷品
1221	代理人	1425	4	代表,代辦,委託人,買辦
1222	樹脂	1425	1	環氧樹脂
1223	過生日	1424	2	做壽,做生日
1224	一線	1423	9	分寸,微小,微薄,細小,細微
1225	上流	1423	22	上,上乘,上品,上游,上等
1226	不覺	1423	6	後繼乏人,無可厚非,無家可歸,無精打採,無罪
1227	主教	1423	5	修士,修女,大主教,教主,教皇
1228	事務	1423	10	事,事宜,事情,事體,作業
1229	五行	1423	3	七十二行,三教九流,各行各業
1230	人影	1423	2	身形,身影
1231	以致	1423	8	促成,導致,引致,招,招致
1232	但願	1423	30	仰望,企,企望,企盼,冀
1233	住宅	1423	7	住房,宅,宅子,宅院,居室
1234	侍者	1423	8	侍從,侍應生,夥計,女招待,扈從
1235	保住	1423	1	保本
1236	保佑	1423	4	佑,呵護,庇佑,蔭庇
1237	傳媒	1423	3	傳播媒介,傳播媒體,媒體
1238	儀態	1423	23	丰采,人品,儀,儀容,儀表
1239	兩旁	1423	14	一旁,外緣,幹,旁,旁邊
1240	公民	1423	20	人民,全員,全民,國民,平民
1241	冰凍	1423	7	冷凍,冷凝,凍,凍結,凝凍
1242	出任	1423	10	任,做,充,充任,充當
1243	前所未有	1423	11	亙古未有,前所未見,前無古人,劃時代,史無前例
1244	勝負	1423	4	勝敗,成敗,輸贏,高下
1245	南瓜	1423	2	倭瓜,番瓜
1246	占卜	1423	3	佔,卜,筮
1247	原子筆	1423	1	圓珠筆
1248	原理	1423	6	公例,公理,公設,常理,法則
1249	受害人	1423	3	事主,受害者,被害人
1250	受過	1423	2	受罰,抵罪
1251	叮囑	1423	6	交代,叮,叮嚀,囑,囑咐
1252	可笑	1423	5	噴飯,好笑,捧腹,笑掉大牙,貽笑大方
1253	吊帶	1423	1	吊襪帶
1254	同等	1423	25	一,一如既往,一律,一模一樣,一樣
1255	名詞	1423	9	介詞,代詞,副詞,助詞,動詞
1256	吶喊	1423	15	叫喊,叫喚,叫嚷,叫號,呼
1257	商店	1423	21	企業,公司,合作社,商家,商廈
1258	嘉賓	1423	2	雀,麻雀
1259	因果	1423	3	因果報應,報,報應
1260	地勤	1423	5	內勤,外勤,後勤,戰勤,空勤
1261	場合	1423	4	場地,場所,場院,處所
1262	填補	1423	17	上,互補,加,填空,增補
1263	大自然	1423	10	六合,天地,天體,宇,宇宙
1264	天文台	1423	1	氣象台
1265	如同	1423	13	似,似乎,像,好似,如
1266	孤兒	1423	2	孤,遺孤
1267	學位	1423	4	學銜,官銜,軍銜,軍階
1268	家底	1423	9	傢俬,家事,家業,家產,家當
1269	寶玉	1423	1	琳
1270	專家	1423	7	土專家,大家,大方,學家,學者
1271	山坡	1423	1	阪
1272	帶路	1423	11	先導,前導,嚮導,導,帶
1273	年少	1423	11	少壯,年紀輕輕,年輕,年輕氣盛,年青
1274	幽靈	1423	6	亡靈,亡魂,在天之靈,幽魂,陰魂
1275	強逼	1423	14	催逼,勒,勒逼,強使,強求
1276	律師	1423	3	辯士,辯護人,辯護士
1277	心地	1423	42	中心,內心,六腑,器量,寸心
1278	性情	1423	11	人性,心性,性,性格,性氣
1279	恐嚇	1423	7	唬,嚇,嚇唬,威嚇,恫嚇
1280	悄悄	1423	39	一聲不響,不動聲色,不可告人,不絕如縷,不聲不響
1281	想見	1423	18	審度,度,忖度,想,想來
1282	意大利粉	1423	1	意粉
1283	懷孕	1423	5	妊娠,孕,懷胎,有喜,身懷六甲
1284	打圓場	1423	11	勸和,和稀泥,圓場,息事寧人,排解
1285	把持	1423	12	佔,佔據,壟斷,專,把
1286	接吻	1423	4	吻,親,親吻,親嘴
1287	搖搖	1423	12	偏移,搖,搖動,搖撼,搖頭
1288	擅自	1423	15	不管三七二十一,人身自由,任性,任意,即興
1289	操行	1423	9	品德,品性,品格,品行,德
1290	收服	1423	6	伏,折服,服,降,馴
1291	效應	1423	18	作用,力量,功力,功效,功用
1292	教室	1423	2	課室,講堂
1293	日報	1423	15	大字報,學報,小報,年報,快報
1294	晚裝	1423	10	中山裝,古裝,奇裝異服,女裝,學生裝
1295	會計	1423	5	先生,出納,出納員,成本會計,會計師
1296	槍聲	1423	10	忙音,怨聲,掌聲,林濤,歌聲
1297	標誌	1423	9	標明,標示,標記,符,符號
1298	標題	1423	3	題,題名,題目
1299	此處	1423	4	此,此地,這裏,這邊
1300	歲數	1423	11	年,年事,年歲,年紀,年華
1301	比利時	1423	156	不丹,中非共和國,丹麥,也門,亞美尼亞
1302	氣喘	1423	3	哮喘,喘,喘氣
1303	沉思	1423	26	動腦筋,合計,尋味,尋思,心想
1304	法例	1423	7	刑名,律,法,法律,法網
1305	涉及	1423	12	事關,幹,提到,旁及,波及
1306	港股	1423	4	支票,期票,火車票,空頭支票
1307	湧出	1423	8	冒出,出現,應運而生,油然而生,起
1308	滑落	1423	8	剝落,墮入,散落,欹,脱落
1309	漩渦	1423	2	渦,渦流
1310	潛入	1423	20	乘虛而入,入,入院,切入,扎
1311	火柴	1423	2	洋火,自來火
1312	烏雲	1423	10	天昏地暗,浮雲,白雲,陰,陰天
1313	無意中	1423	1	唔覺意
1314	煙霧	1423	2	煙,雲煙
1315	熱血	1423	24	丹心,公心,實心實意,心腹,忠心
1316	燒烤	1423	17	宣腿,海蜒,涮羊肉,火腿,烤鴨
1317	牆角	1423	1	死角
1318	牙齒	1423	2	牙,齒
1319	產地	1423	19	僻地,兩地,半殖民地,原產地,場地
1320	留底	1423	3	留一手,留後手,留餘地
1321	病情	1423	1	病況
1322	盾牌	1423	4	幹,櫓,盾,藤牌
1323	研發	1423	1	研製
1324	科目	1423	4	學科,教程,課,課程
1325	突擊	1423	4	加班,欲擒故縱,閃擊,開快車
1326	箭步	1423	3	健步,台步,舞步
1327	綁匪	1423	5	偷獵者,叛匪,悍匪,慣匪,股匪
1328	罪孽	1423	12	作孽,冤孽,孽,彌天大罪,滔天大罪
1329	義氣	1423	40	傾心,實心,實心實意,懇切,懇摯
1330	耀眼	1423	9	刺眼,奪目,明晃晃,炫目,燦爛
1331	聯想	1423	6	感想,暗想,暢想,構想,轉念
1332	舉例	1423	4	比喻,比方,譬,譬喻
1333	舞台	1423	1	戲台
1334	葬禮	1423	7	公祭,剪綵,喪禮,祭禮,閉幕式
1335	血色	1423	2	天色,膚色
1336	褲子	1423	3	下身,小衣,褲
1337	設施	1423	5	裝備,裝具,裝置,設備,配備
1338	該死	1423	13	可恨,可惡,可鄙,惱人,死仔
1339	課本	1423	5	教本,教材,教科書,講義,讀本
1340	警署	1423	7	公安局,公安部,巡捕房,派出所,警察局
1341	費用	1423	10	支出,用,用費,用項,花消
1342	越過	1423	5	穿,穿越,穿過,通過,過
1343	身分	1423	10	位,位置,品質,地位,成色
1344	車上	1423	1	車頭
1345	軍人	1423	4	兵,兵家,武人,武夫
1346	辭典	1423	5	事典,字典,百科全書,藥典,詞典
1347	農場	1423	34	主場,停機坪,停車場,客場,射擊場
1348	逝去	1423	2	歸去,駛去
1349	過關	1423	7	及格,合格,夠格,沾邊,通關
1350	適中	1423	43	不大不小,不為已甚,中,中型,中小
1351	鄰居	1423	8	左鄰右舍,比鄰,街坊,鄉鄰,鄰人
1352	鍵盤	1423	6	撥號盤,油盤,涼碟,茶盤,託盤
1353	鐘樓	1423	2	塔樓,鼓樓
1354	長度	1423	3	尺寸,長,長短
1355	門牙	1423	2	大牙,門齒
1356	閃光燈	1423	41	信號燈,冰燈,吊燈,壁燈,太陽燈
1357	開花	1423	8	怒放,放,盛開,綻,綻放
1358	開關	1423	3	電鈕,電鍵,電門
1359	關懷	1423	8	眷顧,關切,關心,關愛,關懷備至
1360	防備	1423	15	以防萬一,備,嚴防,戒,戒備
1361	防火牆	1423	2	擋風牆,風火牆
1362	院長	1423	14	列車長,司務長,庭長,廠長,所長
1363	電池	1423	2	乾電池,電池組
1364	風雷	1423	3	悶雷,春雷,沉雷
1365	餘下	1423	6	下剩,剩下,剩餘,多餘,盈餘
1366	傳染病	1421	118	乙腦,乳腺炎,低燒,佝僂病,內斜視
1367	提速	1420	3	來潮,漲價,漲潮
1368	典範	1418	14	則,師,指南,旗幟,楷
1369	手寫	1418	1	手記
1370	貨源	1418	20	傳染源,光源,兵源,客源,水源
1371	國際貿易	1417	3	世界貿易,國外貿易,外貿
1372	收視率	1417	35	佔有率,入學率,利率,勞動生產率,匯率
1373	飛行員	1417	1	試飛員
1374	微生物	1416	2	動物,植物
1375	親友	1416	2	親朋,親朋好友
1376	事蹟	1415	3	史事,紀事,遺事
1377	婷婷	1413	30	一表人才,傾國傾城,傾城傾國,冰肌玉骨,冶容
1378	亞太	1411	14	中東,北歐,北非,南亞,南歐
1379	圖文	1411	2	專文,文案
1380	電子版	1411	8	修訂本,修訂版,出版物,初版,原版
1381	總線	1407	22	主幹線,主線,交通線,傳輸線,內線
1382	工業區	1406	46	住宅區,佔領區,分佈區,區內,國統區
1383	總價	1406	55	代價,作價,優惠價,出價,化合價
1384	自來水	1406	28	井水,枯水,死水,污水,活水
1385	二手車	1405	53	三輪車,出租車,加長,包車,區間車
1386	恨不得	1405	17	企足而待,夢寐以求,巴不得,恨鐵不成鋼,望子成龍
1387	緬甸	1405	156	不丹,中非共和國,丹麥,也門,亞美尼亞
1388	過日子	1405	9	吃飯,安家立業,度日,生活,衣食住行
1389	遙控器	1405	82	傳感器,充電器,冷卻器,分配器,加速器
1390	塗抹	1404	11	上,刷,塗,塗鴉,外敷
1391	底盤	1404	9	寶座,底座,座,座子,插座
1392	流淌	1404	5	橫流,注,流,流動,淌
1393	供需	1401	1	供求
1394	午後	1401	3	下午,下半天,下半晌
1395	劑量	1400	42	價值量,儲藏量,儲量,儲電量,分子量
1396	化肥	1400	1	化學肥料
1397	元寶	1399	14	光洋,大洋,大頭,洋,洋錢
1398	大選	1398	9	初選,改選,普選,民選,直選
1399	參與者	1397	1	參賽者
1400	漂流	1397	23	亂離,四海為家,懸浮,氽,泛
1401	用量	1394	1	使用數量
1402	用人	1393	1	用工
1403	教主	1392	5	主教,修士,修女,大主教,教皇
1404	普查	1392	2	破案,追查
1405	頭銜	1392	3	職稱,職銜,銜
1406	外商	1391	16	供應商,出口商,出版商,官商,廠商
1407	奧林匹克	1390	2	奧運,奧運會
1408	方向盤	1390	1	舵輪
1409	葡萄牙	1390	156	不丹,中非共和國,丹麥,也門,亞美尼亞
1410	金子	1390	2	金,黃金
1411	下月	1388	3	下一步,下半年,下週
1412	豆瓣	1388	4	菽,豆,豆子,豆類
1413	學生會	1386	22	三合會,互助會,公會,協會,同學會
1414	影迷	1386	9	戲迷,書迷,棋迷,樂迷,歌迷
1415	展覽會	1384	42	人大,冬運會,午餐會,博覽會,嘉年華會
1416	血清	1384	8	淋巴球,白血球,紅細胞,紅血球,血小板
1417	強有力	1383	23	一往無前,人多勢眾,兵不血刃,兵強馬壯,勁
1418	廳長	1382	19	司法部長,司長,國防部長,外交部長,外相
1419	本部	1381	8	基地,大本營,寨,營,營地
1420	高新技術	1381	1	高科技
1421	規章	1380	6	例,典章,條例,條條,章
1422	戰鬥機	1379	2	殲擊機,驅逐機
1423	世錦賽	1378	3	世界盃,亞運會,亞錦賽
1424	原著	1378	4	專著,論著,譯著,閒文
1425	測算	1377	34	乘除,划算,匡,匡算,合算
1426	當即	1377	25	即,即刻,即時,及時,就
1427	華語	1377	4	中文,國文,國語,漢語
1428	烏克蘭	1376	156	不丹,中非共和國,丹麥,也門,亞美尼亞
1429	華僑	1376	4	外僑,歸僑,海外僑胞,難僑
1430	冰淇淋	1375	1	冰激凌
1431	書畫	1375	4	冊頁,墨寶,字畫,翰墨
1432	前不久	1374	10	以來,多年來,新近,日前,最近
1433	單片機	1374	1	終端機
1434	曲目	1374	2	戲目,戲碼
1435	烹飪	1374	2	烹,烹調
1436	全天	1373	1	半日
1437	奶媽	1373	2	乳母,奶孃
1438	成功率	1373	35	佔有率,入學率,利率,勞動生產率,匯率
1439	海拔	1372	1	高程
1440	定金	1371	9	助學金,救濟金,滯納金,獎學金,聘金
1441	磁帶	1371	10	光盤,光碟,唱片,唱盤,影碟
1442	抽空	1370	3	偷空,偷閒,忙裏偷閒
1443	押金	1369	6	代金,定錢,獎金,紅包,貼水
1444	體育場	1368	2	操場,運動場
1445	戰機	1367	4	客機,專機,座機,班機
1446	嚮導	1366	11	先導,前導,導,帶,帶路
1447	民航	1364	6	歸航,直航,續航,護航,返航
1448	用工	1364	1	用人
1449	盜竊	1363	13	偷,偷盜,偷竊,偷走,小偷小摸
1450	紡織品	1363	10	副產品,工業品,拳頭產品,林產品,民品
1451	下山	1362	2	下地,下鄉
1452	外交部	1362	14	內政部,公安部,分部,國防部,工業部
1453	年限	1362	6	定期,時限,期,期限,為期
1454	戰鬥力	1362	2	生產力,購買力
1455	文集	1362	10	全集,專集,小冊子,影集,文選
1456	標明	1362	6	標,標出,標號,標誌,號
1457	連續劇	1362	32	傳奇,古裝戲,吉劇,啞劇,喜劇
1458	吹牛	1361	7	口出狂言,吹,吹牛皮,大言不慚,詡
1459	礦業	1361	49	出版業,副業,化工,印刷業,土建
1460	音樂會	1361	1	演唱會
1461	邊框	1360	1	框
1462	代言人	1359	2	喉舌,發言人
1463	向着	1358	5	偏向,偏袒,偏護,左右袒,左袒
1464	儒家	1357	2	佛家,墨家
1465	評判	1356	9	判,考評,裁判,評,評定
1466	上月	1355	1	半月
1467	違章	1355	1	犯規
1468	門窗	1355	1	窗門
1469	五金	1354	3	大五金,小五金,金屬
1470	綠地	1354	3	綠茵,草地,草坪
1471	乃是	1353	8	便是,即,實屬,就是,就是説
1472	名家	1353	12	先達,名人,名士,名宿,名流
1473	時而	1353	33	一下,一下子,一剎那,一念之差,一時間
1474	礦山	1352	8	佛山,名山,死火山,活火山,火山
1475	機理	1351	7	哲理,學理,樂理,生理,病理
1476	減免	1351	1	減輕
1477	作案	1350	11	不軌,以身試法,作奸犯科,冒天下之大不韙,圖謀不軌
1478	國度	1350	5	國,國家,江山,社稷,邦
1479	裝配	1350	1	配
1480	擴容	1349	2	擴建,擴編
1481	海內外	1349	19	世,世上,世界,中外,五洲
1482	老闆娘	1348	4	小業主,業主,老闆,財東
1483	衚衕	1348	3	巷,弄堂,里弄
1484	警示	1348	4	以儆效尤,告誡,警告,警戒
1485	製藥	1347	3	製毒,製片,製衣
1486	責任心	1347	6	事業心,同情心,愛國心,歡心,自尊心
1487	預示	1347	4	主,兆,預兆,預告
1488	演練	1345	5	彩排,排,排戲,排演,排練
1489	剖析	1344	8	分析,剖,剖解,析,條分縷析
1490	執業	1343	3	受業,投師,拜師
1491	抽查	1343	7	備查,巡查,待查,查哨,清查
1492	晚報	1343	15	大字報,學報,小報,年報,快報
1493	清代	1343	33	三國,五代,元朝,先秦,兩漢
1494	高額	1343	15	儲蓄額,全額,名額,員額,大額
1495	院子	1341	3	天井,庭,庭院
1496	問世	1340	1	出版
1497	櫃子	1340	5	檔,櫃,櫃櫥,櫥,櫥櫃
1498	消費品	1340	3	必需品,日用品,用品
1499	使館	1339	2	分館,大使館
1500	通訊錄	1339	3	同學錄,名錄,啓示錄
1501	好奇心	1338	1	平常心
1502	定量	1338	42	價值量,儲藏量,儲量,儲電量,分子量
1503	專業知識	1338	1	專門知識
1504	醬油	1336	7	番茄醬,花生醬,蝦醬,豆醬,辣椒醬
1505	風景區	1336	46	住宅區,佔領區,分佈區,區內,國統區
1506	收看	1335	28	察看,張,探望,望,目
1507	當着	1335	13	光天化日,公之於世,公然,公諸於世,公開
1508	軍方	1335	10	中,勞方,女方,官方,對方
1509	丈夫	1334	16	人夫,先生,士,壯漢,夫
1510	上當	1334	4	上鈎,冤,受騙,矇在鼓裏
1511	下一步	1334	3	下半年,下月,下週
1512	下載	1334	1	鍵入
1513	不至於	1334	4	不一定,不致於,不見得,未必
1514	人身	1334	16	人體,真身,肉身,肉體,肌體
1515	企業	1334	20	公司,合作社,商家,商店,商廈
1516	保釋	1334	12	假釋,出獄,放,放出,放走
1517	偷窺	1334	10	偷看,偷眼,探頭探腦,窺,窺伺
1518	傷者	1334	4	傷員,傷殘人員,傷病員,傷號
1519	入會	1334	3	入世,入藥,入黨
1520	冤枉	1334	20	冤,冤屈,含冤,坑,坑害
1521	分辨	1334	13	分辯,判別,甄,甄別,識別
1522	北海道	1334	115	上海,亳,仰光,佛山,倫敦
1523	卡片	1334	1	卡
1524	原意	1334	2	本心,本意
1525	句號	1334	14	冒號,分號,問號,圈,專名號
1526	可悲	1334	21	傷心,傷悲,傷感,哀,哀傷
1527	右下方	1334	6	右上方,右上角,左上方,左上角,左下方
1528	呼喚	1334	12	傳喚,叫,召,召喚,呼
1529	哽咽	1334	12	吞聲,哭泣,啜泣,嗚咽,幽咽
1530	嘆息	1334	7	唉聲嘆氣,嗟嘆,嘆,嘆氣,噓
1531	回望	1334	3	反觀,反顧,回顧
1532	地毯	1334	4	壁毯,掛毯,毛毯,線毯
1533	堅挺	1334	13	壁立,屹,屹立,峙,挺立
1534	增收	1334	3	增添,增訂,增設
1535	大好	1334	62	上好,不含糊,不錯,了不起,交口稱譽
1536	套衫	1334	9	文化衫,棉毛衫,棉襖,海魂衫,滑雪衫
1537	套裝	1334	9	制服,和服,套服,官服,工作服
1538	好手	1334	29	一把手,上手,健將,內行,名手
1539	妖氣	1334	2	帥氣,流裏流氣
1540	學費	1334	29	保管費,保護費,保費,加班費,勞務費
1541	小動作	1334	2	動作,手腳
1542	小鳥	1334	7	禽,雀仔,雛鳥,飛禽,鳥
1543	工程	1334	2	工,工事
1544	差別	1334	10	出入,別,區別,千差萬別,反差
1545	平平	1334	9	不怎麼樣,不過如此,凡,尋常,平凡
1546	年級	1334	3	小班,班級,班組
1547	弟子	1334	15	入室弟子,初生之犢,受業,子弟,學子
1548	彎腰	1334	2	哈腰,折腰
1549	思索	1334	26	動腦筋,合計,尋味,尋思,心想
1550	怪人	1334	2	怪物,怪胎
1551	懂事	1334	2	通竅,開竅
1552	手緊	1334	15	一毛不拔,吝嗇,嗇,小兒科,小手小腳
1553	打劫	1334	22	劫,劫奪,劫掠,奪,奪走
1554	招惹	1334	14	勾,喚起,引,引起,引逗
1555	指引	1334	13	先導,前導,嚮導,因勢利導,導
1556	掉轉	1334	12	反過來,回,扭,扭動,扭曲
1557	接手	1334	5	接,接任,接替,接班,繼任
1558	推論	1334	18	審度,度,忖度,想,想來
1559	放膽	1334	1	放血
1560	散落	1334	20	分散,分流,剝落,墮入,天女散花
1561	斷氣	1334	47	一命嗚呼,上西天,下世,亡,亡故
1562	旋風	1334	1	羊角
1563	木板	1334	10	三合板,刨花板,擾流板,石板,硬紙板
1564	木馬	1334	30	七巧板,假面具,吊環,單槓,地黃牛
