head	tail	relation_type	batch_id
裂	合	ant	campaign-b06-20260714
裂	補	ant	campaign-b06-20260714
補償	剝奪	ant	campaign-b06-20260714
親密	疏遠	ant	campaign-b06-20260714
親密	陌生	ant	campaign-b06-20260714
跌落	上升	ant	campaign-b06-20260714
過頭	不足	ant	campaign-b06-20260714
過頭	適度	ant	campaign-b06-20260714
震驚	無動於衷	ant	campaign-b06-20260714
上方	下方	ant	campaign-b06-20260714
上課	下課	ant	campaign-b06-20260714
免費	收費	ant	campaign-b06-20260714
免費	付費	ant	campaign-b06-20260714
報答	辜負	ant	campaign-b06-20260714
報答	忘恩	ant	campaign-b06-20260714
大多數	少數	ant	campaign-b06-20260714
實際	空想	ant	campaign-b06-20260714
實際	虛構	ant	campaign-b06-20260714
提升	降級	ant	campaign-b06-20260714
提升	降低	ant	campaign-b06-20260714
獲	失	ant	campaign-b06-20260714
難怪	意外	ant	campaign-b06-20260714
說不定	肯定	ant	campaign-b06-20260714
說不定	一定	ant	campaign-b06-20260714
側	正	ant	campaign-b06-20260714
半夜	正午	ant	campaign-b06-20260714
嫌	喜	ant	campaign-b06-20260714
嫌	愛	ant	campaign-b06-20260714
小事	大事	ant	campaign-b06-20260714
把握	失控	ant	campaign-b06-20260714
把握	猶豫	ant	campaign-b06-20260714
有的	沒有	ant	campaign-b06-20260714
爭取	放棄	ant	campaign-b06-20260714
爭取	退讓	ant	campaign-b06-20260714
發揮	壓抑	ant	campaign-b06-20260714
發揮	埋沒	ant	campaign-b06-20260714
索性	猶豫	ant	campaign-b06-20260714
身旁	遠處	ant	campaign-b06-20260714
中央	外圍	ant	campaign-b06-20260714
好喫	難喫	ant	campaign-b06-20260714
知識	無知	ant	campaign-b06-20260714
門外	門內	ant	campaign-b06-20260714
